city,type,bedrooms,bathrooms,area,price
Nugegoda,land,0,0,7121,111800000.0
Negombo,house,1,1,4155,77900000.0
Kandy,house,2,2,2387,42200000.0
Dehiwala,house,4,2,3370,92400000.0
Colombo,house,4,1,3543,129900000.0
Galle,house,2,1,2013,37900000.0
Galle,house,3,2,3927,69700000.0
Colombo,house,5,2,2211,83200000.0
Dehiwala,house,5,6,3243,96300000.0
Galle,house,5,1,782,21100000.0
Negombo,apartment,5,6,3142,80600000.0
Rajagiriya,apartment,2,2,2410,85500000.0
Gampaha,apartment,3,2,1349,29800000.0
Gampaha,apartment,5,4,4780,96100000.0
Nugegoda,house,1,1,3745,89500000.0
Dehiwala,house,2,2,4821,127100000.0
Kandy,land,0,0,5779,64400000.0
Battaramulla,house,1,1,2377,61400000.0
Colombo,house,4,3,2552,98900000.0
Kandy,apartment,4,2,4061,88800000.0
Kurunegala,apartment,5,2,4208,71100000.0
Dehiwala,house,4,3,777,28200000.0
Kandy,house,1,2,1088,21400000.0
Kurunegala,house,5,6,2607,43200000.0
Dehiwala,apartment,4,4,4245,134000000.0
Galle,house,5,5,1649,41600000.0
Negombo,house,1,2,2383,47300000.0
Negombo,house,4,3,3955,82000000.0
Negombo,house,3,1,3384,66600000.0
Dehiwala,house,2,1,4773,125000000.0
Galle,house,2,1,2732,52200000.0
Dehiwala,apartment,3,1,4396,139800000.0
Nugegoda,apartment,1,2,3119,89300000.0
Galle,apartment,5,4,1169,36800000.0
Negombo,apartment,4,2,2874,70200000.0
Nugegoda,house,1,1,3313,77200000.0
Negombo,house,2,2,1364,29400000.0
Dehiwala,house,4,5,2462,72500000.0
Battaramulla,apartment,3,3,2128,69800000.0
Battaramulla,apartment,5,5,4732,143500000.0
Negombo,apartment,2,2,2911,67600000.0
Dehiwala,land,0,0,7141,119400000.0
Negombo,apartment,3,2,3932,87900000.0
Dehiwala,house,1,1,3306,85600000.0
Colombo,land,0,0,6158,151500000.0
Dehiwala,apartment,1,1,3715,109400000.0
Nugegoda,apartment,3,1,4003,121000000.0
Dehiwala,house,4,2,936,31400000.0
Gampaha,apartment,4,4,4150,86900000.0
Gampaha,house,5,3,1835,37700000.0
Galle,house,3,3,3718,70900000.0
Dehiwala,house,4,4,1587,51900000.0
Rajagiriya,apartment,1,1,989,35600000.0
Battaramulla,apartment,3,3,2776,90400000.0
Dehiwala,house,2,1,899,27200000.0
Gampaha,apartment,4,3,3751,77000000.0
Battaramulla,land,0,0,7144,115700000.0
Kandy,house,3,2,1914,38200000.0
Dehiwala,house,2,1,2509,68400000.0
Kurunegala,house,3,1,2087,29100000.0
Dehiwala,apartment,2,2,4090,129700000.0
Kandy,apartment,2,3,4537,96100000.0
Galle,apartment,3,2,1361,35000000.0
Kurunegala,house,5,4,2459,42900000.0
Battaramulla,apartment,1,2,3461,101100000.0
Kurunegala,house,5,4,3248,52800000.0
Gampaha,house,4,2,2492,44600000.0
Battaramulla,land,0,0,5090,89300000.0
Colombo,apartment,2,2,913,42000000.0
Battaramulla,apartment,2,3,2627,78300000.0
Dehiwala,house,1,1,2098,55400000.0
Nugegoda,house,3,3,1182,35200000.0
Battaramulla,land,0,0,2070,34600000.0
Dehiwala,apartment,5,6,845,37000000.0
Nugegoda,house,2,1,1298,32300000.0
Colombo,apartment,5,2,1093,55900000.0
Gampaha,apartment,1,2,4630,88900000.0
Kandy,house,4,4,4422,77600000.0
Kandy,apartment,4,4,4665,97600000.0
Colombo,house,4,2,2104,77800000.0
Rajagiriya,house,4,4,2326,76000000.0
Gampaha,house,5,3,1885,39700000.0
Kurunegala,apartment,3,2,3956,66300000.0
Kurunegala,house,5,5,4697,70300000.0
Dehiwala,house,5,2,1172,36900000.0
Dehiwala,apartment,1,2,1437,46300000.0
Rajagiriya,house,4,2,1184,40800000.0
Kurunegala,house,5,3,1597,30600000.0
Kandy,house,1,1,2862,48200000.0
Gampaha,apartment,4,5,815,25900000.0
Battaramulla,apartment,5,6,1334,50600000.0
Rajagiriya,land,0,0,2748,55800000.0
Nugegoda,house,1,1,2192,50500000.0
Negombo,house,3,2,1055,26300000.0
Nugegoda,house,5,1,3489,90300000.0
Nugegoda,house,5,1,3918,94700000.0
Nugegoda,house,4,2,768,26000000.0
Nugegoda,house,2,3,3281,80200000.0
Gampaha,house,5,1,3952,66300000.0
Nugegoda,house,3,1,4472,106400000.0
Colombo,apartment,1,2,2465,105900000.0
Rajagiriya,house,3,3,4757,147100000.0
Battaramulla,house,5,4,793,29600000.0
Nugegoda,house,4,5,2864,75800000.0
Negombo,apartment,5,4,1090,36700000.0
Colombo,apartment,1,2,4922,213300000.0
Galle,land,0,0,3182,36700000.0
Negombo,house,3,1,1819,39200000.0
Kandy,apartment,4,1,4111,88200000.0
Kurunegala,house,4,1,2949,43300000.0
Kurunegala,apartment,2,1,3117,48600000.0
Rajagiriya,house,3,3,4693,137900000.0
Colombo,house,4,4,3273,123700000.0
Kandy,house,1,1,3071,51500000.0
Gampaha,house,4,1,4823,82200000.0
Negombo,house,4,3,4186,88000000.0
Gampaha,house,3,3,2293,40700000.0
Nugegoda,house,3,1,1601,43800000.0
Galle,house,3,3,813,21300000.0
Gampaha,apartment,2,2,3804,71700000.0
Kandy,apartment,5,5,809,28500000.0
Dehiwala,house,1,2,939,27900000.0
Kandy,apartment,1,2,1555,34300000.0
Gampaha,house,5,6,2105,43700000.0
Gampaha,apartment,3,4,891,25200000.0
Nugegoda,apartment,2,3,1885,60200000.0
Negombo,house,5,2,2298,52500000.0
Nugegoda,house,1,2,3812,94800000.0
Nugegoda,house,3,4,3116,77900000.0
Kandy,house,1,1,2778,46900000.0
Kurunegala,house,3,1,1597,25700000.0
Dehiwala,house,2,2,3633,97000000.0
Kurunegala,apartment,5,2,4001,66500000.0
Gampaha,house,3,2,3566,58800000.0
Kurunegala,apartment,3,2,4649,74700000.0
Kandy,house,3,2,1536,30700000.0
Dehiwala,apartment,5,6,3153,106800000.0
Rajagiriya,land,0,0,9953,196500000.0
Galle,house,5,1,1835,38700000.0
Kurunegala,apartment,3,1,3098,50400000.0
Kurunegala,house,5,1,2744,40100000.0
Gampaha,house,5,2,1999,38500000.0
Nugegoda,house,4,1,3543,85000000.0
Dehiwala,land,0,0,2268,38100000.0
Nugegoda,house,2,1,4443,109400000.0
Gampaha,house,2,1,4694,75100000.0
Nugegoda,land,0,0,1131,17500000.0
Kandy,land,0,0,6906,74300000.0
Kandy,house,1,2,805,16400000.0
Battaramulla,apartment,5,2,4690,137700000.0
Colombo,apartment,3,4,1344,64000000.0
Rajagiriya,house,5,6,4140,129600000.0
Galle,apartment,4,2,1790,44400000.0
Battaramulla,land,0,0,3946,69300000.0
Colombo,house,3,2,4622,175700000.0
Kurunegala,house,3,1,2662,37300000.0
Battaramulla,apartment,3,3,4354,130100000.0
Gampaha,house,2,3,2828,50700000.0
Negombo,apartment,3,4,1919,48600000.0
Colombo,house,5,5,2883,118700000.0
Battaramulla,house,3,3,3497,92300000.0
Gampaha,land,0,0,4855,52300000.0
Battaramulla,house,4,4,2301,67100000.0
Colombo,house,4,2,3173,121300000.0
Kandy,house,1,1,3106,53800000.0
Battaramulla,apartment,3,3,3312,100000000.0
Colombo,apartment,5,2,4698,203000000.0
Dehiwala,house,3,1,2272,63600000.0
Nugegoda,house,3,2,1406,37700000.0
Gampaha,house,1,1,4501,70500000.0
Nugegoda,apartment,2,3,1497,49300000.0
Colombo,house,3,3,4777,166300000.0
Colombo,house,1,2,4353,154500000.0
Kurunegala,apartment,1,2,2310,35700000.0
Battaramulla,house,2,3,4679,117600000.0
Dehiwala,house,1,2,4346,107400000.0
Colombo,apartment,4,2,3327,149000000.0
Kandy,house,4,4,3274,61400000.0
Colombo,house,2,2,1457,54700000.0
Nugegoda,house,4,2,4156,101400000.0
Rajagiriya,apartment,2,3,1358,53100000.0
Battaramulla,apartment,5,4,995,41800000.0
Nugegoda,house,4,5,4778,126200000.0
Negombo,house,4,3,4803,96200000.0
Kurunegala,house,2,2,4177,57000000.0
Dehiwala,house,4,3,2084,59300000.0
Colombo,land,0,0,4215,99500000.0
Colombo,house,5,2,2022,79700000.0
Nugegoda,house,5,6,1285,42300000.0
Dehiwala,apartment,4,2,2153,72900000.0
Kandy,apartment,4,1,4083,84800000.0
Nugegoda,apartment,2,1,3649,109900000.0
Colombo,house,2,2,2521,90500000.0
Negombo,house,5,6,4140,88100000.0
Battaramulla,apartment,4,1,2189,68800000.0
Kandy,apartment,1,1,4464,88900000.0
Colombo,house,5,3,3001,119000000.0
Rajagiriya,house,4,5,765,32600000.0
Battaramulla,house,3,3,2496,68600000.0
Colombo,house,1,1,4241,158200000.0
Battaramulla,house,3,1,1814,50000000.0
Kandy,apartment,1,2,3455,67100000.0
Battaramulla,apartment,2,2,4529,135300000.0
Nugegoda,apartment,5,3,2640,85300000.0
Kurunegala,apartment,3,2,1013,20200000.0
Gampaha,apartment,3,3,1060,25300000.0
Colombo,house,3,2,3088,115500000.0
Gampaha,house,4,3,3172,56300000.0
Battaramulla,apartment,5,3,4251,136200000.0
Kandy,apartment,3,4,2352,55600000.0
Rajagiriya,house,1,2,1652,47700000.0
Nugegoda,house,2,1,4254,100500000.0
Gampaha,land,0,0,5694,57300000.0
Gampaha,house,4,2,3455,57300000.0
Nugegoda,apartment,1,2,1781,52000000.0
Battaramulla,house,4,4,2608,73300000.0
Kandy,apartment,3,2,4587,94500000.0
Kandy,house,4,5,1325,33300000.0
Negombo,house,5,1,4368,87700000.0
Kurunegala,apartment,2,3,3217,52600000.0
Negombo,house,1,1,1625,30200000.0
Negombo,land,0,0,9796,127900000.0
Kurunegala,house,5,5,4529,66500000.0
Colombo,apartment,2,3,1620,76700000.0
Kandy,apartment,1,2,4576,93800000.0
Negombo,house,3,2,3279,63000000.0
Colombo,land,0,0,2327,58100000.0
Kandy,house,4,2,2055,39300000.0
Negombo,house,2,1,1514,30300000.0
Galle,apartment,1,1,4554,99900000.0
Kandy,apartment,2,1,4863,97100000.0
Dehiwala,house,4,3,1311,41300000.0
Dehiwala,house,4,4,3431,97800000.0
Nugegoda,house,4,1,2202,56400000.0
Gampaha,house,1,1,4413,68200000.0
Rajagiriya,house,3,3,4098,117000000.0
Negombo,apartment,1,1,1931,44500000.0
Battaramulla,apartment,4,2,1108,39500000.0
Battaramulla,house,1,1,2374,57000000.0
Battaramulla,apartment,5,2,1725,61300000.0
Battaramulla,house,4,5,1305,44200000.0
Galle,land,0,0,8483,97900000.0
Negombo,house,3,3,1040,26300000.0
Gampaha,land,0,0,9050,99800000.0
Kandy,house,2,1,2006,37200000.0
Nugegoda,apartment,3,2,2547,76600000.0
Gampaha,house,4,1,2238,40000000.0
Battaramulla,house,5,5,1354,45600000.0
Rajagiriya,apartment,3,2,3702,131700000.0
Battaramulla,apartment,4,4,1143,44800000.0
Galle,house,3,4,4179,75600000.0
Dehiwala,land,0,0,9330,167400000.0
Galle,apartment,1,2,1823,41300000.0
Gampaha,house,5,2,911,24000000.0
Colombo,house,5,6,4738,186300000.0
Gampaha,land,0,0,6909,71800000.0
Colombo,apartment,4,4,3594,153900000.0
Nugegoda,apartment,3,1,3197,95000000.0
Galle,house,1,2,2762,49700000.0
Kurunegala,apartment,2,1,1998,33400000.0
Kurunegala,house,1,2,2720,34400000.0
Kandy,house,4,1,3575,61300000.0
Dehiwala,house,4,1,4473,124500000.0
Rajagiriya,apartment,5,1,2803,102900000.0
Negombo,apartment,1,2,4170,89600000.0
Kandy,house,3,3,4776,80900000.0
Nugegoda,apartment,2,3,3968,116900000.0
Colombo,house,5,2,4747,180300000.0
Colombo,house,2,1,1084,43600000.0
Kandy,apartment,1,2,3056,59100000.0
Rajagiriya,apartment,5,6,4362,159600000.0
Kandy,apartment,5,1,2254,53500000.0
Nugegoda,land,0,0,7019,115200000.0
Colombo,house,1,1,1725,63400000.0
Negombo,apartment,3,1,4483,102000000.0
Nugegoda,apartment,1,2,951,29900000.0
Battaramulla,house,2,1,4227,102500000.0
Dehiwala,house,3,2,3556,92800000.0
Kurunegala,apartment,2,3,1389,26100000.0
Negombo,apartment,1,2,3842,87000000.0
Kandy,house,3,3,1660,33700000.0
Galle,house,2,2,3294,59300000.0
Gampaha,land,0,0,3273,33200000.0
Kandy,apartment,2,2,4726,99300000.0
Kandy,house,3,4,1440,32200000.0
Galle,house,4,4,4314,83000000.0
Galle,house,3,1,3127,55800000.0
Kandy,house,1,2,1635,28700000.0
Gampaha,house,1,2,1094,19400000.0
Battaramulla,apartment,1,2,1702,54200000.0
Kurunegala,apartment,2,1,2557,42200000.0
Battaramulla,house,2,2,1305,34800000.0
Negombo,house,3,4,1715,39600000.0
Galle,house,1,2,4452,80900000.0
Rajagiriya,house,1,2,4575,129500000.0
Dehiwala,house,5,1,801,28300000.0
Gampaha,house,5,5,2522,52100000.0
Colombo,house,3,3,3166,122400000.0
Rajagiriya,house,3,1,2915,85300000.0
Galle,house,1,2,2910,50800000.0
Kandy,house,4,5,856,23500000.0
Kandy,house,2,2,4990,81700000.0
Rajagiriya,apartment,3,4,835,37900000.0
Gampaha,apartment,1,2,2322,44000000.0
Negombo,house,5,6,4099,85400000.0
Kandy,house,4,4,4932,91100000.0
Galle,apartment,2,2,1075,26600000.0
Colombo,house,1,2,1705,65100000.0
Colombo,apartment,4,5,2786,124000000.0
Galle,house,2,3,3206,63300000.0
Negombo,apartment,5,3,4304,105100000.0
Kandy,house,3,1,3721,67000000.0
Rajagiriya,land,0,0,9645,187100000.0
Kurunegala,house,4,1,2498,36800000.0
Battaramulla,house,4,3,2159,61500000.0
Galle,house,1,2,1280,24700000.0
Galle,apartment,3,2,2023,47000000.0
Kurunegala,house,5,2,2597,41500000.0
Rajagiriya,apartment,1,1,3714,130100000.0
Galle,house,1,1,3358,59800000.0
Nugegoda,house,2,3,2679,69700000.0
Nugegoda,apartment,4,5,1464,50600000.0
Dehiwala,apartment,5,4,3761,123900000.0
Nugegoda,house,5,6,4691,117300000.0
Colombo,apartment,4,4,1174,57600000.0
Colombo,land,0,0,2233,55500000.0
Nugegoda,house,3,1,882,26500000.0
Gampaha,house,2,2,4712,72200000.0
Gampaha,land,0,0,3944,40900000.0
Colombo,house,2,1,833,33200000.0
Rajagiriya,apartment,3,2,2592,92600000.0
Galle,house,1,1,758,15200000.0
Gampaha,house,1,2,1015,18400000.0
Dehiwala,house,3,2,2099,60500000.0
Dehiwala,house,1,2,1808,48900000.0
Colombo,apartment,4,2,3320,148700000.0
Kandy,house,1,1,4264,72100000.0
Kandy,house,2,3,2144,40100000.0
Kandy,house,1,1,2370,41600000.0
Battaramulla,house,4,5,3326,93200000.0
Kurunegala,apartment,2,2,2187,35500000.0
Galle,house,3,1,4916,88900000.0
Colombo,house,4,2,1143,49400000.0
Kandy,house,2,1,1375,25600000.0
Negombo,house,2,1,4172,78300000.0
Kurunegala,house,5,3,2806,42200000.0
Kurunegala,house,1,1,1105,15900000.0
Kandy,house,1,1,3217,54900000.0
Battaramulla,house,1,2,4734,112000000.0
Negombo,apartment,3,4,2395,61700000.0
Battaramulla,house,2,3,1388,40900000.0
Gampaha,apartment,2,3,4995,100200000.0
Rajagiriya,house,2,2,2125,64100000.0
Gampaha,apartment,2,3,830,21700000.0
Rajagiriya,house,4,2,872,33000000.0
Dehiwala,apartment,2,3,2144,68500000.0
Battaramulla,house,2,1,2691,66400000.0
Rajagiriya,house,4,4,1884,63800000.0
Colombo,apartment,2,2,4430,182700000.0
Dehiwala,house,1,2,1605,44900000.0
Negombo,house,4,3,3348,67100000.0
Battaramulla,apartment,2,1,1429,46000000.0
Dehiwala,house,3,1,2234,62900000.0
Dehiwala,house,5,5,3097,88700000.0
Gampaha,house,3,2,3758,60700000.0
Kurunegala,house,1,2,3924,49300000.0
Battaramulla,house,2,1,1285,36600000.0
Dehiwala,land,0,0,3738,68600000.0
Kandy,house,4,4,4819,91200000.0
Rajagiriya,land,0,0,6737,126100000.0
Negombo,house,4,3,2851,60100000.0
Kandy,house,4,2,4981,84000000.0
Battaramulla,house,1,1,1384,34900000.0
Colombo,house,2,3,4140,151100000.0
Nugegoda,house,5,5,4421,113400000.0
Kandy,house,3,4,3327,60300000.0
Rajagiriya,house,5,5,3997,120000000.0
Colombo,house,2,3,4497,156900000.0
Negombo,house,5,5,2129,52200000.0
Kandy,house,3,4,4874,89800000.0
Galle,apartment,1,1,2289,51100000.0
Dehiwala,house,5,1,1855,54200000.0
Battaramulla,house,2,3,777,24500000.0
Nugegoda,house,2,2,2911,72300000.0
Rajagiriya,house,4,5,994,40600000.0
Nugegoda,house,4,1,2495,61700000.0
Kandy,house,2,1,3546,62500000.0
Kurunegala,house,5,5,1106,26500000.0
Colombo,house,3,4,1576,62000000.0
Battaramulla,house,5,4,3332,95300000.0
Kandy,house,4,1,3603,63700000.0
Gampaha,apartment,1,1,1165,23100000.0
Gampaha,house,5,6,2685,54400000.0
Nugegoda,land,0,0,2501,42100000.0
Kurunegala,house,3,1,4656,63800000.0
Gampaha,land,0,0,1542,16600000.0
Nugegoda,land,0,0,1884,29400000.0
Negombo,house,1,1,2471,46000000.0
Negombo,house,1,1,1878,37400000.0
Negombo,house,2,2,2751,55400000.0
Gampaha,apartment,3,4,2181,47600000.0
Gampaha,house,4,4,2078,42500000.0
Battaramulla,apartment,2,3,3616,114500000.0
Battaramulla,apartment,1,1,4476,137000000.0
Battaramulla,apartment,2,2,4883,143300000.0
Rajagiriya,apartment,1,1,4576,148800000.0
Galle,land,0,0,5491,67400000.0
Colombo,apartment,2,2,4255,175500000.0
Galle,apartment,2,2,2436,55300000.0
Dehiwala,house,3,4,1247,40200000.0
Nugegoda,house,3,4,1555,43900000.0
Nugegoda,house,1,2,2295,54300000.0
Nugegoda,land,0,0,5687,89600000.0
Nugegoda,house,5,6,4799,129400000.0
Kurunegala,apartment,3,2,3529,58500000.0
Galle,house,3,2,3969,74200000.0
Gampaha,apartment,1,1,3810,69900000.0
Kandy,apartment,2,3,4213,88600000.0
Kurunegala,house,4,4,1706,30100000.0
Nugegoda,house,1,2,3497,86500000.0
Negombo,land,0,0,4763,60100000.0
Battaramulla,house,1,2,2778,68100000.0
Gampaha,apartment,3,1,1157,27600000.0
Kurunegala,house,3,2,2510,35200000.0
Rajagiriya,house,3,2,1724,54700000.0
Negombo,apartment,1,1,1475,36000000.0
Rajagiriya,house,2,1,4849,134900000.0
Dehiwala,house,5,2,1627,50900000.0
Gampaha,apartment,2,2,2424,50300000.0
Rajagiriya,house,2,2,4789,139600000.0
Nugegoda,apartment,1,2,3495,103200000.0
Negombo,apartment,4,4,2814,68400000.0
Negombo,house,2,2,819,20500000.0
Battaramulla,apartment,3,2,2037,64400000.0
Galle,apartment,3,1,1494,36600000.0
Rajagiriya,house,5,1,1691,57300000.0
Gampaha,house,4,1,4636,73300000.0
Kurunegala,house,4,1,3350,49400000.0
Galle,house,3,4,2265,44800000.0
Gampaha,house,4,1,4676,78700000.0
Kandy,house,1,1,2797,46900000.0
Colombo,land,0,0,8378,204700000.0
Dehiwala,apartment,2,2,2801,91000000.0
Gampaha,apartment,1,2,4073,73800000.0
Kurunegala,apartment,4,5,1335,31300000.0
Galle,house,5,5,1109,32900000.0
Negombo,house,1,1,3562,65400000.0
Kurunegala,house,5,2,3518,50400000.0
Colombo,apartment,1,1,1301,56100000.0
Galle,apartment,1,1,1356,30700000.0
Colombo,apartment,2,2,3344,152100000.0
Nugegoda,house,5,2,3955,98900000.0
Galle,land,0,0,4173,48000000.0
Kandy,house,3,4,3162,59800000.0
Dehiwala,apartment,5,6,3477,119500000.0
Colombo,land,0,0,2955,73900000.0
Negombo,house,2,3,3661,74400000.0
Colombo,house,1,1,2653,95400000.0
Rajagiriya,house,2,1,3585,99200000.0
Galle,apartment,3,3,2275,51800000.0
Gampaha,house,5,1,2708,51200000.0
Dehiwala,house,5,5,4844,134900000.0
Battaramulla,apartment,3,4,4145,131400000.0
Rajagiriya,house,3,4,1771,59300000.0
Negombo,house,3,1,857,20100000.0
Negombo,house,2,1,4325,79100000.0
Colombo,apartment,4,2,1598,74900000.0
Battaramulla,house,2,3,1326,36200000.0
Negombo,house,3,1,2105,43500000.0
Battaramulla,house,2,2,4958,118200000.0
Colombo,house,3,2,2126,83900000.0
Negombo,house,1,1,3637,67100000.0
Colombo,house,2,1,2187,76700000.0
Nugegoda,land,0,0,5161,86800000.0
Rajagiriya,house,4,5,3493,112900000.0
Rajagiriya,house,3,4,951,33400000.0
Kurunegala,house,5,6,2698,45500000.0
Negombo,land,0,0,6887,82800000.0
Kurunegala,house,4,5,3041,47300000.0
Dehiwala,house,2,2,1957,54400000.0
Galle,house,5,2,4295,83400000.0
Colombo,house,1,1,3848,140800000.0
Galle,apartment,1,1,3007,61100000.0
Battaramulla,apartment,3,1,4552,137100000.0
Colombo,house,1,1,3644,134400000.0
Kandy,house,2,2,852,19400000.0
Nugegoda,house,4,2,951,31000000.0
Nugegoda,house,5,4,937,34200000.0
Dehiwala,house,1,2,804,22500000.0
Battaramulla,apartment,3,2,2302,74100000.0
Kandy,house,3,3,1109,24400000.0
Gampaha,house,5,4,2044,43100000.0
Gampaha,house,2,2,2528,41500000.0
Dehiwala,house,3,3,3015,81700000.0
Negombo,house,5,4,2295,52200000.0
Rajagiriya,house,3,4,2452,80600000.0
Kandy,house,1,2,4874,82700000.0
Nugegoda,house,2,3,1405,37600000.0
Negombo,apartment,5,5,4300,106400000.0
Rajagiriya,house,2,3,2766,84100000.0
Battaramulla,apartment,3,3,3859,115800000.0
Negombo,land,0,0,6077,76200000.0
Gampaha,house,5,3,820,22600000.0
Negombo,house,3,4,2152,49100000.0
Battaramulla,apartment,3,2,4121,131100000.0
Rajagiriya,apartment,4,5,2452,91000000.0
Kandy,house,4,5,4887,85200000.0
Nugegoda,house,1,1,2775,69400000.0
Nugegoda,apartment,2,1,4587,130700000.0
Rajagiriya,house,3,4,4941,139500000.0
Negombo,house,2,3,1834,38300000.0
Negombo,land,0,0,8337,107600000.0
Gampaha,house,3,2,3997,66700000.0
Kurunegala,house,1,1,1999,27400000.0
Battaramulla,house,1,1,856,24100000.0
Battaramulla,apartment,1,2,2320,67200000.0
Dehiwala,land,0,0,2532,44900000.0
Kurunegala,house,3,3,2365,34900000.0
Galle,apartment,5,4,4280,98500000.0
Kandy,house,1,1,2726,46500000.0
Dehiwala,house,4,5,1737,53500000.0
Kurunegala,apartment,1,1,2370,37800000.0
Dehiwala,house,3,4,1179,38300000.0
Galle,apartment,4,4,1216,34600000.0
Rajagiriya,apartment,2,3,4780,165200000.0
Negombo,apartment,2,3,1352,35700000.0
Gampaha,house,2,1,934,18700000.0
Battaramulla,house,5,5,2045,64000000.0
Kandy,land,0,0,2601,29500000.0
Gampaha,house,4,3,2001,37200000.0
Dehiwala,house,2,3,2523,70800000.0
Kandy,house,3,2,879,21200000.0
Negombo,apartment,3,1,1343,36200000.0
Gampaha,apartment,2,2,4949,93100000.0
Colombo,house,4,2,1201,48900000.0
Battaramulla,apartment,1,2,4575,132800000.0
Kurunegala,house,3,4,3811,55200000.0
Rajagiriya,apartment,1,1,1019,35700000.0
Battaramulla,house,5,1,1792,49300000.0
Negombo,house,2,2,2133,42100000.0
Rajagiriya,land,0,0,6474,132300000.0
Dehiwala,house,3,1,1725,50300000.0
Battaramulla,house,2,1,937,27100000.0
Nugegoda,apartment,1,2,847,26900000.0
Galle,house,5,4,1882,44100000.0
Gampaha,house,4,5,4586,80200000.0
Rajagiriya,house,3,1,2776,79800000.0
Negombo,house,3,2,989,23100000.0
Galle,apartment,5,6,4019,96600000.0
Kurunegala,house,5,5,911,24400000.0
Dehiwala,house,5,1,2371,69800000.0
Rajagiriya,house,2,2,866,29400000.0
Rajagiriya,house,3,3,3222,99900000.0
Rajagiriya,land,0,0,2274,45200000.0
Kurunegala,house,4,1,1392,23600000.0
Gampaha,house,2,2,1051,21000000.0
Galle,house,1,2,4409,79100000.0
Battaramulla,house,2,2,906,26200000.0
Gampaha,house,2,1,3167,51900000.0
Colombo,apartment,4,4,4214,195700000.0
Colombo,house,2,2,3242,122400000.0
Nugegoda,house,1,1,1278,32000000.0
Dehiwala,apartment,5,4,3049,104900000.0
Rajagiriya,house,5,4,2039,65900000.0
Battaramulla,land,0,0,5669,97800000.0
Negombo,apartment,1,1,3620,77400000.0
Galle,apartment,2,1,3890,79800000.0
Gampaha,apartment,1,2,4560,83800000.0
Kurunegala,apartment,1,1,4550,71400000.0
Galle,house,1,1,1143,21100000.0
Galle,house,2,2,4652,85200000.0
Kurunegala,house,5,3,1236,25800000.0
Rajagiriya,house,4,4,2940,89800000.0
Gampaha,apartment,4,5,2264,53100000.0
Nugegoda,house,2,2,4660,109200000.0
Nugegoda,apartment,2,3,3331,96400000.0
Battaramulla,apartment,2,1,4386,135000000.0
Kandy,house,5,2,1606,34400000.0
Dehiwala,house,5,5,4241,120500000.0
Kurunegala,house,2,3,1906,30200000.0
Negombo,apartment,3,2,4158,95600000.0
Kandy,house,3,3,3952,69600000.0
Dehiwala,house,4,2,2776,77000000.0
Rajagiriya,house,4,2,1239,41400000.0
Dehiwala,apartment,1,1,3394,105600000.0
Kurunegala,house,5,2,2575,39000000.0
Gampaha,apartment,3,1,779,19900000.0
Gampaha,house,2,3,3759,63500000.0
Kandy,house,4,3,2720,51400000.0
Negombo,apartment,5,3,1992,55300000.0
Gampaha,house,3,2,4413,74800000.0
Kurunegala,house,5,4,2047,35300000.0
Gampaha,house,1,1,4814,74500000.0
Rajagiriya,house,1,2,4889,142500000.0
Kurunegala,apartment,4,2,892,21000000.0
Rajagiriya,house,1,2,2769,80500000.0
Nugegoda,apartment,2,3,1083,37000000.0
Colombo,land,0,0,1253,32100000.0
Negombo,house,4,3,1219,31400000.0
Rajagiriya,house,1,2,930,30400000.0
Nugegoda,house,2,3,2313,61300000.0
Colombo,apartment,2,3,2163,101500000.0
Kurunegala,apartment,5,6,1507,33700000.0
Dehiwala,house,1,2,3478,88500000.0
Rajagiriya,house,4,1,1734,53200000.0
Colombo,house,2,3,875,34900000.0
Colombo,house,4,2,3880,136800000.0
Galle,land,0,0,9501,117000000.0
Rajagiriya,house,1,2,4560,132100000.0
Battaramulla,house,4,5,3216,90300000.0
Colombo,house,1,2,1834,68500000.0
Battaramulla,apartment,1,2,826,26000000.0
Nugegoda,apartment,4,3,4420,130700000.0
Galle,house,2,1,3887,67500000.0
Galle,apartment,4,3,1569,41500000.0
Dehiwala,house,4,2,2503,72300000.0
Dehiwala,house,2,3,822,27100000.0
Kurunegala,house,2,3,4172,54800000.0
Kandy,apartment,5,6,3745,88000000.0
Kandy,apartment,3,4,884,25000000.0
Battaramulla,house,5,6,3211,89400000.0
Nugegoda,land,0,0,8669,133300000.0
Kurunegala,apartment,5,6,3411,65500000.0
Kandy,house,4,3,2498,48300000.0
Negombo,land,0,0,9210,115500000.0
Dehiwala,apartment,3,4,1114,43300000.0
Gampaha,house,5,4,2944,58200000.0
Galle,house,2,2,1936,39200000.0
Gampaha,house,2,1,4851,73000000.0
Rajagiriya,house,5,3,1759,59000000.0
Negombo,land,0,0,1153,14800000.0
Gampaha,house,4,3,1720,34500000.0
Negombo,house,3,3,2245,45800000.0
Colombo,house,5,2,4908,179600000.0
Negombo,house,4,2,1228,31300000.0
Rajagiriya,house,4,4,1347,47800000.0
Nugegoda,house,4,2,4078,104300000.0
Colombo,apartment,3,3,2975,127600000.0
Battaramulla,house,3,4,1817,52300000.0
Rajagiriya,house,5,3,1367,49100000.0
Rajagiriya,house,5,3,1276,44300000.0
Dehiwala,house,4,3,3423,94800000.0
Galle,house,2,3,3759,68200000.0
Gampaha,apartment,3,1,3300,62800000.0
Negombo,house,2,3,4514,83100000.0
Kandy,apartment,3,2,4668,95100000.0
